0	-14.98
0.5	1.744
1	1.752
1.5	1.772
2	1.791
2.5	1.801
3	1.812
3.5	1.841
4	1.849
4.5	1.851
5	1.862
5.5	1.877
6	1.889
6.5	1.894
7	1.912
7.5	1.905
8	1.921
8.5	1.942
9	1.951
9.5	1.957
10	1.972
10.5	1.991
11	1.982
11.5	1.985
12	1.991
12.5	1.987
13	1.985
13.5	1.989
14	2.089
14.5	2.116
15	2.144
15.5	2.146
16	2.174
16.5	2.166
17	2.118
17.5	2.152
18	2.162
18.5	2.173
19	2.181
19.5	2.201
20	2.211
20.1	2.231
20.2	2.229
20.3	2.234
20.4	2.214
20.5	2.22
20.6	2.225
20.7	2.261
20.8	2.247
20.9	2.256
21	2.239
21.1	2.243
21.2	2.236
21.3	2.251
21.4	2.225
21.5	2.256
21.6	2.239
21.7	2.249
21.8	2.261
21.9	2.222
22	2.259
22.1	2.277
22.2	2.261
22.3	2.249
22.4	2.254
22.5	2.255
22.6	2.281
22.7	2.261
22.8	2.278
22.9	2.271
23	2.28
23.1	2.264
23.2	2.271
23.3	2.254
23.4	2.265
23.5	2.259
23.6	2.257
23.7	2.259
23.8	2.31
23.9	2.36
24	2.65
24.1	3.01
24.2	3.569
24.3	4.071
24.4	5.412
24.5	6.432
24.6	7.548
24.7	8.317
24.8	8.815
24.9	9.136
25	9.741
25.1	10.251
25.2	10.765
25.3	11.371
25.4	11.991
25.5	12.671
25.6	13.58
25.7	14.13
25.8	15.001
25.9	15.785
26	16.745
26.1	17.62
26.2	18.665
26.3	19.74
26.4	20.21
26.5	50.74
26.6	56.51
26.7	63.94
26.8	70.01
26.9	77.8
27	85.85
27.1	93.88
27.2	102.02
27.3	112.87
27.4	121.56
27.5	132.66
27.6	143.98
27.7	155.64
27.8	168.91
27.9	181.6
28	194.15
28.1	208.75
28.2	224.82
28.3	240.82
28.4	256.86
28.5	274.72
28.6	291.56
28.7	313.53
28.8	333.88
28.9	355.12
29	377.6
29.1	400.01
29.2	423.02
29.3	454.31
29.4	477.42
29.5	510.85
29.6	539.34
29.7	572.23
29.8	604.3
29.9	638.38
30	677.56
30.1	715.32
30.2	758.37
30.3	801.72
30.4	844.66
30.5	891.36
30.6	942.99
30.7	994.35
30.8	1048.55
30.9	1105.77
31	1162.34
31.1	1231.26
31.2	1296.72
31.3	1365.21
31.4	1442.37
31.5	1518.92
31.6	1600.31
31.7	1984.41
31.8	1777.13
31.9	1980.81
32	1975.94
