0	-1.5
0.5	2.551
1	2.572
1.5	2.533
2	2.556
2.5	2.64
3	2.659
3.5	2.681
4	2.675
4.5	2.691
5	2.782
5.5	2.732
6	2.701
6.5	2.801
7	2.782
7.5	2.806
8	2.701
8.5	2.749
9	2.716
9.5	2.825
10	2.708
10.5	2.805
11	2.708
11.5	2.778
12	2.785
12.5	2.789
13	2.831
13.5	2.851
14	2.826
14.5	2.885
15	2.865
15.5	2.862
16	2.981
16.5	3.221
17	3.446
17.5	3.462
18	3.523
18.5	3.249
19	3.36
19.5	3.065
20	3.07
20.5	3.152
21	3.133
21.5	3.061
22	3.056
22.5	3.089
23	3.1
23.5	3.325
24	3.335
24.5	3.278
25	3.347
25.5	3.134
26	3.135
26.5	3.176
27	3.251
27.5	3.231
28	3.189
28.5	3.215
29	3.222
29.5	3.211
30	3.325
30.5	3.271
31	3.308
31.5	3.325
32	3.365
32.5	3.332
33	3.375
33.5	3.346
34	3.375
34.5	3.452
35	3.416
35.5	3.409
36	3.431
36.5	3.47
37	3.441
37.5	3.46
38	3.491
38.5	3.456
39	3.472
39.5	3.51
40	3.512
40.5	3.521
41	3.529
41.5	3.533
42	3.54
42.5	3.556
43	3.548
43.5	3.549
44	3.582
44.5	3.591
45	3.605
45.5	3.625
46	3.628
46.5	3.652
47	3.659
47.5	3.669
48	3.659
48.5	3.711
49	3.714
49.5	3.718
50	3.804
50.1	3.765
50.2	3.845
50.3	3.891
50.4	3.912
50.5	4.09
50.6	4.11
50.7	4.15
50.8	4.435
50.9	4.982
51	6.112
51.1	6.591
51.2	6.852
51.3	7.031
51.4	7.271
51.5	7.475
51.6	7.695
51.7	7.931
51.8	8.145
51.9	8.416
52	8.685
52.1	8.972
52.2	9.213
52.3	9.514
52.4	9.727
52.5	10.031
52.6	10.45
52.7	10.609
52.8	11.085
52.9	11.47
53	11.786
53.1	12.107
53.2	12.543
53.3	12.887
53.4	13.205
53.5	13.721
53.6	14.142
53.7	14.523
53.8	15.113
53.9	15.546
54	16.035
54.1	16.451
54.2	16.935
54.3	17.574
54.4	18.03
54.5	18.715
54.6	19.454
54.7	20.462
54.8	96.992
54.9	101.989
55	107.554
55.1	115.227
55.2	121.71
55.3	129.364
55.4	137.56
55.5	146.82
55.6	155.982
55.7	163.618
55.8	172.409
55.9	182.141
56	192.756
56.1	201.691
56.2	212.81
56.3	223.87
56.4	235.44
56.5	248.59
56.6	260.71
56.7	272.73
56.8	284.04
56.9	301.04
57	314.35
57.1	326.1
57.2	348.66
57.3	362.63
57.4	380.66
57.5	400
57.6	418.97
57.7	432.34
57.8	455.66
57.9	478.16
58	501.18
58.1	522.43
58.2	548.34
58.3	573.16
58.4	604.49
58.5	636.81
58.6	665.01
58.7	696.32
58.8	728.51
58.9	765.32
59	803.42
59.1	845.63
59.2	888.31
59.3	927.02
59.4	974.02
59.5	1021.36
59.6	1078.09
59.7	1132.01
59.8	1195.23
59.9	1264.4
60	1333.69
