0	1.6
0.5	3.012
1	2.95
1.5	2.881
2	2.764
2.5	2.708
3	2.682
3.5	2.66
4	2.862
4.5	2.681
5	2.641
5.5	2.692
6	2.667
6.5	2.691
7	2.673
7.5	2.684
8	2.622
8.5	2.653
9	2.687
9.5	2.666
10	2.866
10.5	2.698
11	2.734
11.5	2.745
12	2.783
12.5	2.794
13	2.825
13.5	2.845
14	2.872
14.5	2.921
15	2.941
15.5	2.996
16	3.031
16.5	3.134
17	3.222
17.5	3.101
18	3.223
18.5	3.246
19	3.302
19.5	3.226
20	3.216
20.1	3.239
20.2	3.261
20.3	3.284
20.4	3.261
20.5	3.278
20.6	3.276
20.7	3.302
20.8	3.324
20.9	3.372
21	3.344
21.1	3.441
21.2	3.447
21.3	3.445
21.4	3.519
21.5	3.523
21.6	3.562
21.7	3.534
21.8	3.546
21.9	3.531
22	3.554
22.1	3.559
22.2	3.521
22.3	3.55
22.4	3.573
22.5	3.561
22.6	3.581
22.7	3.6
22.8	3.67
22.9	3.625
23	3.631
23.1	3.671
23.2	3.661
23.3	3.761
23.4	3.814
23.5	3.923
23.6	4.512
23.7	5.104
23.8	5.807
23.9	6.667
24	7.623
24.1	8.045
24.2	8.684
24.3	9.001
24.4	9.461
24.5	9.998
24.6	10.512
24.7	11.041
24.8	11.665
24.9	12.223
25	12.921
25.1	13.671
25.2	14.245
25.3	15.031
25.4	15.951
25.5	16.687
25.6	17.567
25.7	18442
25.8	19.482
25.9	20.049
26	61.357
26.1	67.215
26.2	75.9
26.3	84.165
26.4	92.226
26.5	100.375
26.6	110.451
26.7	120.49
26.8	130.148
26.9	140.617
27	152.881
27.1	164.57
27.2	176.114
27.3	189.722
27.4	202.382
27.5	218.24
27.6	230.68
27.7	247.63
27.8	262.85
27.9	280.76
28	293.83
28.1	313.71
28.2	330.21
28.3	350
28.4	370.85
28.5	393.76
28.6	415.2
28.7	437.64
28.8	462.82
28.9	485.67
29	515.13
29.1	541.57
29.2	569.88
29.3	600.31
29.4	632.32
29.5	666.55
29.6	700.83
29.7	732.14
29.8	777.91
29.9	818.66
30	855.6
30.1	902.3
30.2	954.86
30.3	992.613
30.4	1055.44
30.5	1102.36
30.6	1167.56
30.7	1228.11
30.8	1299.825
30.9	1365.432
31	1438.04
